Posted Date,Job Title,Skill,Company,Workplace,Company Type,Company Industry,Company Size,Country
2024-10-15 20:49:55.599354,Manual QC Engineer (Mid-Senior level),QA QC,One Mount Group,At office,IT Service and IT Consulting,IT Services and IT Consulting,1000+,Vietnam
2024-10-15 20:49:55.599354,"Backend Developer (C#, .NET)",C#,Thoughtworks Vietnam,At office,IT Service and IT Consulting,IT Services and IT Consulting,1000+,United States
2024-10-15 20:49:55.599354,"Oracle Database Admin (System Admin, Technical Support)",Oracle,Công ty Cổ phần Chứng khoán KIS Việt Nam,At office,IT Product,Financial Services,151-300,Vietnam
2024-10-15 20:49:55.599354,Project Manager - Up to $1600,Project Manager,AWING,At office,IT Product,N/A,1-50,Vietnam
2024-10-15 20:49:55.599354,"Mid/Senior Fullstack Dev (JavaScript, ReactJS, NextJS)",JavaScript,HRS Group,Hybrid,IT Product,Software Products and Web Services,51-150,Germany
2024-10-15 20:49:55.599354,".NET Developer (C#, ASP.NET)",.NET,Euroland Asia,At office,IT Product,Professional Services,151-300,Sweden
2024-10-15 20:49:55.599354,"Senior PHP Developer (Symfony, English)",PHP,8Seneca,At office,IT Product,IT Services and IT Consulting,1-50,Singapore
2024-10-15 20:49:55.599354,Product Owner (Agile),Agile,Live Payments,At office,IT Product,Software Products and Web Services,51-150,Australia
2024-10-15 20:49:55.599354,Scrum Master,Scrum,Capgemini Vietnam,At office,IT Service and IT Consulting,IT Services and IT Consulting,301-500,France
2024-10-15 20:49:55.599354,Experienced Tester_Freelancer (Ha Noi),Tester,Capgemini Vietnam,At office,IT Service and IT Consulting,IT Services and IT Consulting,301-500,France
2024-10-15 20:49:55.599354,"Mid/Senior Software Developer (.Net, Angular, English)",.NET,Restaff – House Of Norway,At office,IT Product,Software Products and Web Services,151-300,Norway
2024-10-15 20:49:55.599354,[URGENT] Web Developer,HTML5,SHINHAN DS,At office,IT Outsourcing,Banking,51-150,South Korea
2024-10-15 20:49:55.599354,Senior DevOps Engineer (Google Cloud),DevOps,VUS,At office,IT Product,Education and Training,1000+,Vietnam
2024-10-15 20:49:55.599354,Senior .Net Developer,.NET,Luxoft Vietnam,Remote,IT Outsourcing,Software Development Outsourcing,51-150,United States
2024-10-15 20:49:55.599354,"Senior Software Engineer (C++17, SQL, OOP)",C++,NashTech,At office,IT Outsourcing,Software Development Outsourcing,1000+,United Kingdom
2024-10-15 20:49:55.599354,Technical Lead (Java),Java,Persol Career Tech Studio Vietnam,Hybrid,IT Product,Software Products and Web Services,1-50,Japan
2024-10-15 20:49:55.599354,"AI/Machine Learning Engineer (NLP, MLOps, Python, SQL)",Computer Vision,HRS Group,Hybrid,IT Product,Software Products and Web Services,51-150,Germany
2024-10-15 20:49:55.599354,"Engineering Manager (Python, Remote)",Python,BillEase,Remote,IT Product,Financial Services,301-500,Philippines
2024-10-15 20:49:55.599354,Product Manager/Project Manager,Product Manager,Reversal,At office,IT Product,Software Products and Web Services,1-50,Vietnam
2024-10-15 20:49:55.599354,Senior Performance Test Engineer (JMeter),QA QC,"MONEY FORWARD VIETNAM CO.,LTD",Hybrid,IT Product,Financial Services,301-500,Japan
2024-10-15 20:49:55.599354,Senior Backend Developer NodeJS,NodeJS,Kingfoodmart,At office,IT Product,Retail and Wholesale,1000+,Vietnam
2024-10-14 20:49:55.599354,"Java BE (Core bank - chuyên tích hợp API,FCC)",Java,Kien Long Bank,At office,Non-IT,Banking,1000+,Vietnam
2024-10-14 20:49:55.599354,Senior QA Engineer (9 months | Maternity cover),QA QC,Ingenico Vietnam,At office,IT Product,IT Services and IT Consulting,1000+,Vietnam
2024-10-14 20:49:55.599354,"Senior Full Stack Developer (Drupal, WordPress)",Drupal,"Javac Technology Software Company, Ltd",At office,IT Outsourcing,Software Development Outsourcing,1-50,Vietnam
2024-10-14 20:49:55.599354,Technical Leader,Java,CÔNG TY TNHH LOTTE INNOVATE VIỆT NAM,At office,IT Product,IT Services and IT Consulting,151-300,South Korea
2024-10-14 20:49:55.599354,".NET Tech Lead (C#, MVC)",.NET,"Niteco Vietnam Co., Ltd",At office,IT Service and IT Consulting,IT Services and IT Consulting,301-500,Sweden
2024-10-14 20:49:55.599354,"Project Leader (Japanese, Sign-on Bonus)",Team Leader,NEC Vietnam,Hybrid,IT Service and IT Consulting,IT Services and IT Consulting,151-300,Japan
2024-10-14 20:49:55.599354,"Manager (Japanese, Sign-on Bonus)",Manager,NEC Vietnam,Hybrid,IT Service and IT Consulting,IT Services and IT Consulting,151-300,Japan
2024-10-14 20:49:55.599354,"5 Mid - Senior Java Developers (SQL, Spring)",Java,Goline Corporation,At office,IT Product,N/A,51-150,Vietnam
2024-10-14 20:49:55.599354,"Manual QC Engineer (QC, SQL, Agile)",QA QC,Spiraledge,At office,IT Product,Sports and Fitness,301-500,United States
2024-10-14 20:49:55.599354,"Automation Test Engineer ( Java , Python,C#)",Automation Test,Spiraledge,At office,IT Product,Sports and Fitness,301-500,United States
2024-10-14 20:49:55.599354,Frontend Engineer (ReactJS),ReactJS,Skedulo Vietnam,At office,IT Product,Software Products and Web Services,51-150,Australia
2024-10-14 20:49:55.599354,Unity & C++ Games Developer,C++,NEXON DEV VINA,At office,IT Product,Game,51-150,South Korea
2024-10-14 20:49:55.599354,Fullstack Developer (NodeJS/ReactJS),NodeJS,CodeLink,Hybrid,IT Outsourcing,IT Services and IT Consulting,51-150,Vietnam
2024-10-14 20:49:55.599354,"Junior/Middle Backend Developer (Golang, SQL, NoSQL)",Golang,AS Solutions,At office,IT Product,Cyber Security,1-50,Vietnam
2024-10-14 20:49:55.599354,Manual Tester/ QC (Senior Male),Tester,CREQA VIỆT NAM,At office,IT Product,Game,51-150,Vietnam
2024-10-14 20:49:55.599354,Fullstack Developer PHP (Laravel/Vue.js/Nuxtjs),PHP,Pascalia Asia Vietnam,Hybrid,IT Product,IT Services and IT Consulting,51-150,Japan
2024-10-14 20:49:55.599354,Salesforce Commerce Developer,Salesforce,Eyepax IT Consulting Company Limited,Hybrid,IT Service and IT Consulting,IT Services and IT Consulting,151-300,Singapore
2024-10-14 20:49:55.599354,"Senior Full Stack Engineer (Java-Sprint Boot, Cloud)",Java,Bosch Global Software Technologies Company Limited,At office,IT Product,IT Services and IT Consulting,1000+,Germany
2024-10-14 20:49:55.599354,Automation Tester,Automation Test,Smilegate Vietnam,At office,IT Product,Game,51-150,South Korea
2024-10-14 20:49:55.599354,"Senior Full Stack Engineer (Node.js, English)",NodeJS,CoverGo,At office,IT Product,N/A,51-150,Singapore
2024-10-14 20:49:55.599354,Backend Senior Developer (NodeJS),NodeJS,Business4you AG,At office,IT Product,"Media, Advertising and Entertainment",51-150,Switzerland
2024-10-14 20:49:55.599354,"Data Engineering (Python, SQL, Oracle)",Python,HDBank,At office,IT Product,Banking,1000+,Vietnam
2024-10-14 20:49:55.599354,"Quản Lý Dự Án (Project Manager, Agile, Scrum)",Project Manager,HDBank,At office,IT Product,Banking,1000+,Vietnam
2024-10-14 20:49:55.599354,"[Urgent] 03 .NET Developer (C#,Azure,SQL)",ASP.NET,Optimizely,At office,IT Product,IT Services and IT Consulting,151-300,United States
2024-10-14 20:49:55.599354,Python Software Architect,Python,KMS Healthcare,Hybrid,IT Outsourcing,Healthcare,301-500,United States
2024-10-14 20:49:55.599354,"Senior Business Analyst (Project Manager, Data Analyst)",Business Analyst,Airquay Vina,At office,IT Product,Software Products and Web Services,151-300,South Korea
2024-10-14 20:49:55.599354,"Senior Frontend Dev (JavaScript, ReactJS, Angular...)",JavaScript,Airquay Vina,At office,IT Product,Software Products and Web Services,151-300,South Korea
2024-10-14 20:49:55.599354,"Senior Frontend Developer (NextJS, ReactJS, Javascript)",NextJS,BlueBottle Digital Việt Nam,At office,IT Product,IT Services and IT Consulting,51-150,Vietnam
2024-10-14 20:49:55.599354,Backend Engineer (Kotlin/Spring) - NAVER FINANCIAL,Spring,NAVER VIETNAM,Hybrid,IT Product,Software Products and Web Services,151-300,South Korea
2024-10-14 20:49:55.599354,CV/CVCC phát triển nền tảng đa kênh,Java,PVcomBank,At office,IT Product,Financial Services,301-500,Vietnam
2024-10-14 20:49:55.599354,Backend Developer (Java/Spring/Oracle) - All Level,Java,MB Bank,At office,IT Product,N/A,1000+,Vietnam
2024-10-14 20:49:55.599354,AI Engineer ( Python/ Scala/ Django/ Java ) - Khối CNTT,Python,MB Bank,At office,IT Product,N/A,1000+,Vietnam
2024-10-13 20:49:55.599354,"07 Tester (QA QC, MySQL, Linux)",QA QC,iDentalSoft,At office,IT Product,Healthcare,1-50,United States
2024-10-13 20:49:55.599354,"07 Developer (Java, C#)",Java,iDentalSoft,At office,IT Product,Healthcare,1-50,United States
2024-10-12 20:49:55.599354,Middle Java Developer (English Required) - Up to 2500$,Java,"Rakuten Fintech Vietnam Co., Ltd.",At office,IT Product,Financial Services,51-150,Japan
2024-10-12 20:49:55.599354,"Software/Technical Architect (Python, AWS, VueJS)",Python,LACONIC,At office,IT Product,Environment,1-50,United States
2024-10-12 20:49:55.599354,"Head of Product (PM, strong Technical Background)",Product Manager,OpenCommerce Group,Hybrid,IT Product,Software Products and Web Services,151-300,Vietnam
2024-10-11 20:49:55.599354,Senior Technical Lead (Java/Python/NodeJS),Java,PAL TECH,At office,IT Product,Software Products and Web Services,51-150,Singapore
2024-10-11 20:49:55.599354,Senior Product Manager/Product Owner,Product Manager,PAL TECH,At office,IT Product,Software Products and Web Services,51-150,Singapore
2024-10-11 20:49:55.599354,"Chuyên viên Phát triển, quản trị hệ thống Báo cáo (SQL)",SQL,VRB,At office,Non-IT,Banking,501-1000,Vietnam
2024-10-11 20:49:55.599354,"Chuyên viên An ninh bảo mật CNTT (Security, Java, SQL)",Security,VRB,At office,Non-IT,Banking,501-1000,Vietnam
2024-10-11 20:49:55.599354,"Senior / Leader Mobile Dev (React Native, iOS, Android)",React Native,HSC,At office,IT Product,Financial Services,501-1000,Vietnam
2024-10-11 20:49:55.599354,"Chuyên viên quản trị, vận hành cơ sở dữ liệu (DBA)",Database,VRB,At office,Non-IT,Banking,501-1000,Vietnam
2024-10-11 20:49:55.599354,IT Project Manager_Digital Banking,Project Manager,FE CREDIT,At office,IT Product,Financial Services,1000+,Vietnam
2024-10-11 20:49:55.599354,"Senior Backend Engineer/Web Dev (Java, Python, .Net)",Java,"ARSEN Kawaijuku Tech Vietnam Co.,Ltd",At office,IT Product,Education and Training,1-50,Vietnam
2024-10-11 20:49:55.599354,Senior Backend Engineer (Python/Django/Database/Agile),Python,Zien Solutions,At office,IT Service and IT Consulting,IT Services and IT Consulting,1-50,Vietnam
2024-10-11 20:49:55.599354,Senior Software Engineer (Generative AI),Python,Zien Solutions,At office,IT Service and IT Consulting,IT Services and IT Consulting,1-50,Vietnam
2024-10-11 20:49:55.599354,"(Senior) Frontend ReactJS Dev (JavaScript, HTML5)",ReactJS,HSC,At office,IT Product,Financial Services,501-1000,Vietnam
2024-10-11 20:49:55.599354,Senior Frontend Developer (ReactJS),ReactJS,ICHIBA,At office,IT Product,Software Products and Web Services,151-300,Vietnam
2024-10-11 20:49:55.599354,"IT Business Analyst (UI-UX, Product Owner)",Business Analyst,OpenCommerce Group,Hybrid,IT Product,Software Products and Web Services,151-300,Vietnam
2024-10-11 20:49:55.599354,Product Owner (Middle),Product Owner,"Gearment Co.,Ltd",At office,IT Product,E-commerce,1-50,United States
2024-10-11 20:49:55.599354,Mobile Engineer (Flutter),Flutter,"SILVERAI., JSC",Hybrid,IT Product,"AI, Blockchain and Deep Tech Services",1-50,Vietnam
2024-10-11 20:49:55.599354,[Automation/Manual] Software Tester - Up to 1500$,Automation Test,Breadstack Technologies Inc,At office,IT Product,IT Services and IT Consulting,1-50,Canada
2024-10-11 20:49:55.599354,Manual Tester,Tester,Mcredit - Công ty Tài chính TNHH MB Shinsei,At office,IT Product,Financial Services,1000+,Vietnam
2024-10-11 20:49:55.599354,Associate Project Manager (IT Outsourcing),Project Manager,Groove Technology,Hybrid,IT Outsourcing,Software Development Outsourcing,151-300,Australia
2024-10-11 20:49:55.599354,Japanese Speaking Project Manager,Japanese,Hitachi Digital Services,Hybrid,IT Service and IT Consulting,IT Services and IT Consulting,1000+,United States
2024-10-11 20:49:55.599354,Sr./Lead Backend (Java/Python),Java,M_Service (MoMo),At office,IT Product,Financial Services,1000+,Vietnam
2024-10-11 20:49:55.599354,"Unity Games Developer (iOS, Android, PC)",Unity,Công ty TNHH Thankslab Việt Nam,At office,IT Product,Software Products and Web Services,51-150,Japan
2024-10-11 20:49:55.599354,Chuyên viên cao cấp Phát triển Ứng dụng Mobile App,iOS,Ngân hàng TMCP Thịnh vượng và Phát triển (PGBank),At office,IT Product,Banking,1000+,Vietnam
2024-10-11 20:49:55.599354,Middle/Senior QC Engineer (QA/QC),QA QC,Excel Technologies,At office,IT Service and IT Consulting,IT Services and IT Consulting,1-50,Vietnam
2024-10-11 20:49:55.599354,Scrum Master (Agile),Scrum,ABBANK,At office,Non-IT,Banking,1000+,Vietnam
2024-10-11 20:49:55.599354,Project Manager,Project Manager,ABBANK,At office,Non-IT,Banking,1000+,Vietnam
2024-10-11 20:49:55.599354,"Front End Engineer (ReactJS, React Native, English)",ReactJS,WVB Vietnam,At office,IT Product,N/A,51-150,United States
2024-10-10 20:49:55.599354,(Hanoi | Remote) Senior/ Mid Backend Engineer (Python),Python,Breadstack Technologies Inc,Remote,IT Product,IT Services and IT Consulting,1-50,Canada
2024-10-10 20:49:55.599354,Linux System Engineer (PHP),Linux,Công ty TNHH Thankslab Việt Nam,At office,IT Product,Software Products and Web Services,51-150,Japan
2024-10-10 20:49:55.599354,"Sr Backend Developer (Python, product, start-up)",Python,RECURVE,At office,IT Product,Software Development Outsourcing,1-50,Vietnam
2024-10-10 20:49:55.599354,Angular or ReactJS/ NodeJS (Nha Trang City),NodeJS,Infodation Vietnam,At office,IT Outsourcing,Software Development Outsourcing,51-150,Netherlands
2024-10-10 20:49:55.599354,Middle/Senior Frontend Engineer (ReactJS/NextJS),ReactJS,TymeX,Hybrid,IT Product,Banking,301-500,Singapore
2024-10-10 20:49:55.599354,"Embedded Android Platform Engineer (Linux, C/C++)",C++,Datalogic Việt Nam,At office,IT Product,Manufacturing and Engineering,501-1000,Italy
2024-10-10 20:49:55.599354,CV quản lý và phát triển sản phẩm App MBBank -PO Retail,Product Owner,MB Bank,At office,IT Product,N/A,1000+,Vietnam
2024-10-10 20:49:55.599354,Frontend Dev (Angular/HTML5/JavaScript),Angular,Ambitionplus Custom Solutions,At office,IT Outsourcing,Software Development Outsourcing,1-50,Australia
2024-10-09 20:49:55.599354,Full Stack Engineer (Fintech/ Startup/ HCM),JavaScript,"Net Protections Vietnam Co., Ltd.",At office,IT Product,IT Services and IT Consulting,1-50,Japan
2024-10-09 20:49:55.599354,"Mid/Senior DevOps Engineer (Cloud, AWS)",DevOps,TymeX,At office,IT Product,Banking,301-500,Singapore
2024-10-09 20:49:55.599354,[HCM] Middle Java Developer | Up to $1500,Java,Hybrid Technologies,At office,IT Outsourcing,Software Development Outsourcing,501-1000,Japan
2024-10-09 20:49:55.599354,Senior Frontend Engineer (VueJS /ReactJS),JavaScript,LINE Vietnam,Hybrid,IT Product,Telecommunication,151-300,South Korea
2024-10-09 20:49:55.599354,.Net Developer (WPF),.NET,Panasonic Vietnam Group – Panasonic R&D Center Vietnam (PRDCV),At office,IT Product,IT Hardware and Computing,51-150,Japan
2024-10-09 20:49:55.599354,Embedded engineer ( C++/ C language),C++,Homegy,At office,IT Service and IT Consulting,IT Services and IT Consulting,1-50,Vietnam
2024-10-09 20:49:55.599354,"Lập trình viên ASP.NET (VB.NET, C#, SQL) Up to $1.500",.NET,DTS Software Vietnam,At office,IT Outsourcing,Software Development Outsourcing,151-300,Japan
2024-10-09 20:49:55.599354,"Senior .NET Developer (OOP, ASP.NET)",.NET,Công Ty TNHH Thời trang và Mỹ phẩm châu Âu (ACFC),At office,IT Product,Retail and Wholesale,1000+,Vietnam
2024-10-09 20:49:55.599354,Front-End Developer (Shopify/Magento/JavaScript/HTML5),JavaScript,Forix,At office,IT Outsourcing,Software Development Outsourcing,51-150,United States
2024-10-09 20:49:55.599354,iOS Developer (Swift/Objective-C),iOS,MAPLE LABS,At office,IT Product,Software Development Outsourcing,1-50,Vietnam
2024-10-09 20:49:55.599354,"Web Designer (HTML, CSS)",Designer,Công ty TNHH Autonsi,At office,IT Outsourcing,Software Development Outsourcing,1-50,North Korea
2024-10-09 20:49:55.599354,"Quality Control Engineer (QC, Automation Test)",Automation Test,FireGroup,At office,IT Product,E-commerce,151-300,Vietnam
2024-10-08 20:49:55.599354,"Middle/Senior NodeJS Developer (MySQL, MongoDB)",NodeJS,Saigon Technology,Hybrid,IT Service and IT Consulting,IT Services and IT Consulting,151-300,Vietnam
2024-10-08 20:49:55.599354,Senior IT Business Analyst,Business Analyst,Masterise Group,At office,IT Product,"Real Estate, Property and Construction",501-1000,Vietnam
2024-10-08 20:49:55.599354,"Senior Web Developer (ReactJS, NodeJs)",ReactJS,Vietnam International Bank (VIB),At office,IT Product,Banking,1000+,Vietnam
2024-10-08 20:49:55.599354,Product Owner,Product Owner,Kompa,At office,IT Product,"AI, Blockchain and Deep Tech Services",51-150,Vietnam
2024-10-08 20:49:55.599354,Data Scientist/Machine Learning Engineer,Python,M_Service (MoMo),At office,IT Product,Financial Services,1000+,Vietnam
2024-10-08 20:49:55.599354,Product Owner / Business Analyst (Digital advertising),Product Owner,CÔNG TY CỔ PHẦN TQC SOLUTION,At office,IT Product,IT Services and IT Consulting,1-50,Vietnam
2024-10-08 20:49:55.599354,Project Manager,Project Manager,OTS,At office,IT Product,Software Products and Web Services,51-150,Vietnam
2024-10-08 20:49:55.599354,"Manual Tester (QA QC, English)",QA QC,Relia Software,Hybrid,IT Outsourcing,Software Development Outsourcing,51-150,Vietnam
2024-10-08 20:49:55.599354,5 QC Engineer (Manual/Automation),QA QC,SAI Digital,At office,IT Service and IT Consulting,IT Services and IT Consulting,151-300,Vietnam
2024-10-08 20:49:55.599354,[REMOTE] Backend Game Developer (PHP),Games,Ateam Việt Nam,At office,IT Product,Game,1000+,Japan
2024-10-08 20:49:55.599354,Senior Full-stack Developer (Python),Python,Gigarion Technology,Hybrid,IT Outsourcing,Software Development Outsourcing,1-50,United States
